composition,band_gap (eV),sum_MeltingT,mode_NpUnfilled,sum_NpValence,avg_Electronegativity,max_Electronegativity,mode_NUnfilled,max_NpValence,mode_NpValence,min_MeltingT,avg_NpValence,mode_Column,max_Column,mode_Electronegativity,avg_MeltingT,dev_NpValence,mode_GSvolume_pa,mode_NValence,min_GSvolume_pa,range_Column,sum_Column,mode_MendeleevNumber,max_MendeleevNumber,sum_Electronegativity,mode_MeltingT,range_SpaceGroupNumber,mode_Number,mode_AtomicWeight,dev_SpaceGroupNumber,dev_Column,sum_MendeleevNumber,avg_Column,avg_MendeleevNumber,range_MendeleevNumber,dev_NdValence,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled,dev_NpUnfilled
La1 As1 O3,2.693,2447.4,2.0,15.0,2.72,3.44,2.0,4.0,4.0,54.8,3.0,16.0,16.0,3.44,489.48,1.2000000000000002,9.105,6.0,9.105,13.0,66.0,87.0,87.0,13.6,54.8,182.0,8.0,15.9994,80.64,4.080000000000001,358.0,13.2,71.6,74.0,3.12,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001,0.7200000000000001
La1 Au1 O3,1.7977,2694.73,2.0,12.0,2.792,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,538.946,1.92,9.105,6.0,9.105,13.0,62.0,87.0,87.0,13.96,54.8,213.0,8.0,15.9994,94.8,4.32,340.0,12.4,68.0,74.0,3.12,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 B1 O3,4.5007,3705.4,2.0,13.0,2.692,3.44,2.0,4.0,4.0,54.8,2.6,16.0,16.0,3.44,741.08,1.6800000000000002,9.105,6.0,7.1725,13.0,64.0,87.0,87.0,13.46,54.8,182.0,8.0,15.9994,80.64,3.92,346.0,12.8,69.19999999999999,74.0,0.32,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
La1 B1 Rh3,0.0,10252.0,0.0,1.0,1.996,2.28,3.0,1.0,0.0,1193.0,0.2,9.0,13.0,2.28,2050.4,0.32,13.64,9.0,7.1725,10.0,43.0,59.0,72.0,9.98,2237.0,59.0,45.0,102.9055,21.6,2.24,262.0,8.6,52.4,59.0,3.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
La1 Co1 Ge3,0.0,6595.200000000001,4.0,6.0,1.802,2.01,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,2.01,1319.04,0.96,23.005,14.0,10.245,11.0,54.0,79.0,79.0,9.01,1211.4,31.0,32.0,72.64,14.879999999999995,3.84,308.0,10.8,61.6,66.0,2.88,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Co1 N3,0.4901,3150.15,3.0,9.0,2.42,3.04,3.0,3.0,3.0,63.05,1.7999999999999998,15.0,15.0,3.04,630.0300000000001,1.44,14.76875,5.0,10.245,12.0,57.0,82.0,82.0,12.1,63.05,0.0,7.0,14.0067,0.0,4.32,317.0,11.4,63.4,69.0,2.16,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
La1 Co1 O3,0.9497,3125.4,2.0,12.0,2.66,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,625.08,1.92,9.105,6.0,9.105,13.0,60.0,87.0,87.0,13.3,54.8,182.0,8.0,15.9994,87.36000000000001,4.800000000000001,332.0,12.0,66.39999999999999,74.0,2.16,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Co1 Si3,0.0,8022.0,4.0,6.0,1.736,1.9,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,1.9,1604.4,0.96,20.44,4.0,10.245,11.0,54.0,78.0,78.0,8.68,1687.0,33.0,14.0,28.0855,15.839999999999998,3.84,305.0,10.8,61.0,65.0,2.16,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Cr1 Ge3,0.0,7007.200000000001,4.0,6.0,1.7579999999999998,2.01,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,2.01,1401.44,0.96,23.005,14.0,11.19,11.0,51.0,79.0,79.0,8.79,1211.4,35.0,32.0,72.64,10.239999999999986,4.5600000000000005,299.0,10.2,59.8,66.0,3.3600000000000003,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Cr1 O3,2.3706,3537.4,2.0,12.0,2.616,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,707.48,1.92,9.105,6.0,9.105,13.0,57.0,87.0,87.0,13.08,54.8,217.0,8.0,15.9994,95.76,5.52,323.0,11.4,64.6,74.0,1.52,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Cr1 S3,0.0,4538.08,2.0,12.0,2.1,2.58,2.0,4.0,4.0,388.36,2.4,16.0,16.0,2.58,907.616,1.92,25.786875,6.0,11.19,13.0,57.0,88.0,88.0,10.5,388.36,159.0,16.0,32.065,67.92,5.52,326.0,11.4,65.2,75.0,1.52,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Cr1 Se3,0.0,4855.0,2.0,12.0,2.082,2.55,2.0,4.0,4.0,494.0,2.4,16.0,16.0,2.55,971.0,1.92,25.92,16.0,11.19,13.0,57.0,89.0,89.0,10.41,494.0,215.0,34.0,78.96,94.8,5.52,329.0,11.4,65.8,76.0,3.3600000000000003,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Cu1 O3,0.0,2715.17,2.0,12.0,2.664,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,543.0340000000001,1.92,9.105,6.0,9.105,13.0,62.0,87.0,87.0,13.32,54.8,213.0,8.0,15.9994,94.8,4.32,338.0,12.4,67.6,74.0,3.12,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Er1 S3,1.1359,4128.08,2.0,12.0,2.016,2.58,2.0,4.0,4.0,388.36,2.4,16.0,16.0,2.58,825.616,1.92,25.786875,6.0,25.786875,13.0,54.0,88.0,88.0,10.08,388.36,124.0,16.0,32.065,59.52,6.24,312.0,10.8,62.4,75.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Fe1 Ge3,0.0,6638.200000000001,4.0,6.0,1.7919999999999998,2.01,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,2.01,1327.64,0.96,23.005,14.0,10.73,11.0,53.0,79.0,79.0,8.959999999999999,1211.4,35.0,32.0,72.64,10.239999999999986,4.08,305.0,10.6,61.0,66.0,3.12,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Fe1 O3,1.9509,3168.4,2.0,12.0,2.6500000000000004,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,633.6800000000001,1.92,9.105,6.0,9.105,13.0,59.0,87.0,87.0,13.25,54.8,217.0,8.0,15.9994,95.76,5.04,329.0,11.8,65.8,74.0,1.84,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Ga3 Cu1,0.0,3459.5,5.0,3.0,1.686,1.9,5.0,1.0,1.0,302.91,0.6,13.0,13.0,1.81,691.9000000000001,0.48,18.8575,13.0,11.07,10.0,53.0,74.0,74.0,8.43,302.91,161.0,31.0,69.723,69.84,3.039999999999999,299.0,10.6,59.8,61.0,2.880000000000001,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004
La1 Ga3 Pd1,0.0,3929.78,5.0,3.0,1.746,2.2,5.0,1.0,1.0,302.91,0.6,13.0,13.0,1.81,785.956,0.48,18.8575,13.0,14.41,10.0,52.0,74.0,74.0,8.73,302.91,161.0,31.0,69.723,69.84,3.12,297.0,10.4,59.4,61.0,2.880000000000001,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004
La1 Ga3 Pt1,0.0,4143.13,5.0,3.0,1.762,2.28,5.0,1.0,1.0,302.91,0.6,13.0,13.0,1.81,828.626,0.48,18.8575,13.0,15.02,10.0,52.0,74.0,74.0,8.809999999999999,302.91,161.0,31.0,69.723,69.84,3.12,298.0,10.4,59.6,61.0,2.8000000000000003,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004
La1 Ga1 S3,2.2366,2660.99,2.0,13.0,2.13,2.58,2.0,4.0,4.0,302.91,2.6,16.0,16.0,2.58,532.198,1.6800000000000002,25.786875,6.0,18.8575,13.0,64.0,88.0,88.0,10.65,388.36,130.0,16.0,32.065,40.16,3.92,351.0,12.8,70.2,75.0,3.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12
La1 Ge3 Ir1,0.0,7566.200000000001,4.0,6.0,1.866,2.2,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,2.01,1513.2400000000002,0.96,23.005,14.0,14.21,11.0,54.0,79.0,79.0,9.329999999999998,1211.4,31.0,32.0,72.64,9.919999999999996,3.84,310.0,10.8,62.0,66.0,2.88,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Ge3 Os1,0.0,8133.200000000001,4.0,6.0,1.866,2.2,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,2.01,1626.64,0.96,23.005,14.0,14.09,11.0,53.0,79.0,79.0,9.329999999999998,1211.4,31.0,32.0,72.64,14.879999999999995,4.08,307.0,10.6,61.4,66.0,3.12,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Ge3 Rh1,0.0,7064.200000000001,4.0,6.0,1.882,2.28,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,2.01,1412.84,0.96,23.005,14.0,13.64,11.0,54.0,79.0,79.0,9.409999999999998,1211.4,31.0,32.0,72.64,9.919999999999996,3.84,309.0,10.8,61.8,66.0,2.72,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Ge3 Ru1,0.0,7434.200000000001,4.0,6.0,1.866,2.2,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,2.01,1486.84,0.96,23.005,14.0,13.51,11.0,53.0,79.0,79.0,9.329999999999998,1211.4,31.0,32.0,72.64,14.879999999999995,4.08,306.0,10.6,61.2,66.0,2.88,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Ho1 S3,0.7588,4105.08,2.0,12.0,2.014,2.58,2.0,4.0,4.0,388.36,2.4,16.0,16.0,2.58,821.016,1.92,25.786875,6.0,25.786875,13.0,54.0,88.0,88.0,10.07,388.36,124.0,16.0,32.065,59.52,6.24,310.0,10.8,62.0,75.0,0.32,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Lu1 S3,2.2322,4294.08,2.0,12.0,2.022,2.58,2.0,4.0,4.0,388.36,2.4,16.0,16.0,2.58,858.816,1.92,25.786875,6.0,25.786875,13.0,54.0,88.0,88.0,10.11,388.36,124.0,16.0,32.065,59.52,6.24,318.0,10.8,63.6,75.0,0.48,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Mn1 N3,0.0,2901.15,3.0,9.0,2.354,3.04,3.0,3.0,3.0,63.05,1.7999999999999998,15.0,15.0,3.04,580.2300000000001,1.44,14.76875,5.0,10.4875862069,12.0,55.0,82.0,82.0,11.77,63.05,23.0,7.0,14.0067,7.360000000000014,4.800000000000001,311.0,11.0,62.2,69.0,1.52,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
La1 Mo1 N3,2.0751,4278.15,3.0,9.0,2.476,3.04,3.0,3.0,3.0,63.05,1.7999999999999998,15.0,15.0,3.04,855.6300000000001,1.44,14.76875,5.0,14.76875,12.0,54.0,82.0,82.0,12.38,63.05,35.0,7.0,14.0067,11.2,5.04,309.0,10.8,61.8,69.0,1.52,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
La1 Ni3 B1,0.0,8725.0,0.0,1.0,1.774,2.04,2.0,1.0,0.0,1193.0,0.2,10.0,13.0,1.91,1745.0,0.32,10.32,10.0,7.1725,10.0,46.0,61.0,72.0,8.870000000000001,1728.0,59.0,28.0,58.6934,21.6,2.4800000000000004,268.0,9.2,53.6,59.0,3.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
La1 Ni1 Ge3,0.0,6555.200000000001,4.0,6.0,1.808,2.01,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,2.01,1311.04,0.96,23.005,14.0,10.32,11.0,55.0,79.0,79.0,9.04,1211.4,31.0,32.0,72.64,9.919999999999993,3.6,311.0,11.0,62.2,66.0,2.72,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Ni1 O3,0.0,3085.4,2.0,12.0,2.6660000000000004,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,617.08,1.92,9.105,6.0,9.105,13.0,61.0,87.0,87.0,13.33,54.8,213.0,8.0,15.9994,94.8,4.5600000000000005,335.0,12.2,67.0,74.0,2.4800000000000004,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Ni1 Sb3,0.0,5632.34,3.0,9.0,1.832,2.05,3.0,3.0,3.0,903.78,1.7999999999999998,15.0,15.0,2.05,1126.4679999999998,1.44,31.56,15.0,10.32,12.0,58.0,85.0,85.0,9.16,903.78,59.0,51.0,121.76,20.880000000000003,4.08,329.0,11.6,65.8,72.0,2.72,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
La1 Os1 N3,0.0,4688.15,3.0,9.0,2.484,3.04,3.0,3.0,3.0,63.05,1.7999999999999998,15.0,15.0,3.04,937.63,1.44,14.76875,5.0,14.09,12.0,56.0,82.0,82.0,12.420000000000002,63.05,0.0,7.0,14.0067,0.0,4.5600000000000005,316.0,11.2,63.2,69.0,1.84,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
La1 Pd1 O3,0.0,3185.4500000000003,2.0,12.0,2.724,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,637.09,1.92,9.105,6.0,9.105,13.0,61.0,87.0,87.0,13.62,54.8,213.0,8.0,15.9994,94.8,4.5600000000000005,336.0,12.2,67.19999999999999,74.0,3.12,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Re1 N3,0.0,4841.15,3.0,9.0,2.424,3.04,3.0,3.0,3.0,63.05,1.7999999999999998,15.0,15.0,3.04,968.23,1.44,14.76875,5.0,14.655,12.0,55.0,82.0,82.0,12.12,63.05,0.0,7.0,14.0067,0.0,4.800000000000001,313.0,11.0,62.6,69.0,1.52,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
La1 Rh1 O3,0.594,3594.4,2.0,12.0,2.74,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,718.88,1.92,9.105,6.0,9.105,13.0,60.0,87.0,87.0,13.7,54.8,213.0,8.0,15.9994,94.8,4.800000000000001,333.0,12.0,66.6,74.0,2.4800000000000004,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Sb3 Pd1,0.0,5732.39,3.0,9.0,1.89,2.2,3.0,3.0,3.0,903.78,1.7999999999999998,15.0,15.0,2.05,1146.478,1.44,31.56,15.0,14.41,12.0,58.0,85.0,85.0,9.45,903.78,59.0,51.0,121.76,20.880000000000003,4.08,330.0,11.6,66.0,72.0,2.880000000000001,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
La1 Sc1 O3,3.8973,3171.4,2.0,12.0,2.556,3.44,2.0,4.0,4.0,54.8,2.4,16.0,16.0,3.44,634.2800000000001,1.92,9.105,6.0,9.105,13.0,54.0,87.0,87.0,12.78,54.8,182.0,8.0,15.9994,87.36000000000001,6.24,285.0,10.8,57.0,76.0,0.48,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Sc1 S3,1.6446,4172.08,2.0,12.0,2.04,2.58,2.0,4.0,4.0,388.36,2.4,16.0,16.0,2.58,834.416,1.92,25.786875,6.0,22.235,13.0,54.0,88.0,88.0,10.2,388.36,124.0,16.0,32.065,59.52,6.24,288.0,10.8,57.6,77.0,0.48,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
La1 Si3 Ir1,0.0,8993.0,4.0,6.0,1.7999999999999998,2.2,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,1.9,1798.6,0.96,20.44,4.0,14.21,11.0,54.0,78.0,78.0,9.0,1687.0,33.0,14.0,28.0855,10.4,3.84,307.0,10.8,61.4,65.0,2.16,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Si3 Os1,0.0,9560.0,4.0,6.0,1.7999999999999998,2.2,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,1.9,1912.0,0.96,20.44,4.0,14.09,11.0,53.0,78.0,78.0,9.0,1687.0,33.0,14.0,28.0855,15.839999999999998,4.08,304.0,10.6,60.8,65.0,1.84,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Si3 Rh1,0.0,8491.0,4.0,6.0,1.816,2.28,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,1.9,1698.2,0.96,20.44,4.0,13.64,11.0,54.0,78.0,78.0,9.079999999999998,1687.0,33.0,14.0,28.0855,10.4,3.84,306.0,10.8,61.2,65.0,2.4800000000000004,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Si3 Ru1,0.0,8861.0,4.0,6.0,1.7999999999999998,2.2,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,1.9,1772.1999999999998,0.96,20.44,4.0,13.51,11.0,53.0,78.0,78.0,9.0,1687.0,33.0,14.0,28.0855,15.839999999999998,4.08,303.0,10.6,60.6,65.0,2.16,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Si1 P3,0.5185,3831.9,3.0,11.0,1.914,2.19,3.0,3.0,3.0,317.3,2.2,15.0,15.0,2.19,766.38,0.96,22.5702380952,5.0,20.44,12.0,62.0,83.0,83.0,9.57,317.3,225.0,15.0,30.973762,100.08,3.76,340.0,12.4,68.0,70.0,0.32,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005,1.0400000000000005
La1 Si1 Pt3,0.0,9004.2,0.0,2.0,1.968,2.28,2.0,2.0,0.0,1193.0,0.4,10.0,14.0,2.28,1800.84,0.6400000000000001,15.02,24.0,15.02,11.0,47.0,63.0,78.0,9.84,2041.4,33.0,78.0,195.084,10.079999999999991,2.56,280.0,9.4,56.0,65.0,4.08,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002,1.2800000000000002
La1 Sn3 Ru1,0.0,5315.24,4.0,6.0,1.836,2.2,4.0,2.0,2.0,505.08,1.2,14.0,14.0,1.96,1063.048,0.96,33.285,14.0,13.51,11.0,53.0,80.0,80.0,9.18,505.08,53.0,50.0,118.71,25.44,4.08,309.0,10.6,61.8,67.0,2.88,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
La1 Tc1 N3,0.0,3812.15,3.0,9.0,2.424,3.04,3.0,3.0,3.0,63.05,1.7999999999999998,15.0,15.0,3.04,762.4300000000001,1.44,14.76875,5.0,14.285,12.0,55.0,82.0,82.0,12.12,63.05,0.0,7.0,14.0067,0.0,4.800000000000001,312.0,11.0,62.4,69.0,1.52,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
La1 Ti1 Ge3,0.0,6768.200000000001,4.0,6.0,1.7339999999999998,2.01,4.0,2.0,2.0,1193.0,1.2,14.0,14.0,2.01,1353.64,0.96,23.005,14.0,16.69,11.0,49.0,79.0,79.0,8.67,1211.4,31.0,32.0,72.64,14.879999999999995,5.04,293.0,9.8,58.6,66.0,4.08,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
